Model,Scenario,Region,Variable,Unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Category,IMP_marker
POLES ENGAGE,EN_INDCi2030_1000f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1000f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_1600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_2000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_INDCi2030_2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_INDCi2030_2500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_INDCi2030_3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_INDCi2030_3000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_INDCi2030_300f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ENGAGE,EN_INDCi2030_400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ENGAGE,EN_INDCi2030_500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_INDCi2030_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_INDCi2030_600f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_INDCi2030_600f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_INDCi2030_600f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_INDCi2030_700f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_INDCi2030_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2030_900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_INDCi2030_900f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_INDCi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES ENGAGE,EN_INDCi2100_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES ENGAGE,EN_INDCi2100_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_INDCi2100_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_NPi2020_1000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_NPi2020_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_NPi2020_1000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_NPi2020_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_NPi2020_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_NPi2020_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_NPi2020_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_NPi2020_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_NPi2020_1600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_NPi2020_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_NPi2020_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_NPi2020_2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_NPi2020_2000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES ENGAGE,EN_NPi2020_2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_NPi2020_2500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_NPi2020_3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_NPi2020_3000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES ENGAGE,EN_NPi2020_300f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ENGAGE,EN_NPi2020_400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES ENGAGE,EN_NPi2020_500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_500f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_600f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_700f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_NPi2020_900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES ENGAGE,EN_NPi2020_900f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES ENGAGE,EN_NPi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES ENGAGE,EN_NPi2100_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES GECO2019,CO_2Deg2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES GECO2019,CO_2Deg2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
POLES GECO2019,CO_BAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES GECO2019,CO_Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
POLES GECO2019,CO_Bridge_notax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
POLES GECO2019,CO_CurPol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES GECO2019,CO_GPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
POLES GECO2019,CO_GPP_notax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
POLES GECO2019,CO_NDC_2050convergence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
POLES GECO2019,CO_NDCplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_BCOC-EndU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_CH4-Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_D_BCOC-Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_D_CH4-ClimPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_D_Frozen-CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 1.6,EMF30_D_Frozen-EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 1.6,EMF30_D_Frozen-EF-EndU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_D_Frozen-EF-SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 1.6,EMF30_SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_Slower-Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.6,EMF30_Slower-Action+SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
REMIND 1.6,EMF30_Slower-to-faster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 1.6,EMF30_Slower-to-faster+SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 1.6,EMF30_Slower-to-faster+SLCF+HFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 1.7,ADVANCE_2020_1.5C-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
REMIND 1.7,ADVANCE_2020_Med2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 1.7,ADVANCE_2020_WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 1.7,ADVANCE_2030_1.5C-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 1.7,ADVANCE_2030_Med2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND 1.7,ADVANCE_2030_Price1.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 1.7,ADVANCE_2030_WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 1.7,ADVANCE_INDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
REMIND 1.7,ADVANCE_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.7,ADVANCE_Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 1.7,CEMICS-1.5-CDR12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
REMIND 1.7,CEMICS-1.5-CDR20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
REMIND 1.7,CEMICS-2.0-CDR12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 1.7,CEMICS-2.0-CDR20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 1.7,CEMICS-2.0-CDR8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
REMIND 1.7,CEMICS-Ref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,CEMICS_GDPgrowth_2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,CEMICS_HotellingConst_2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,CEMICS_Linear_2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,CEMICS_NPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,CEMICS_opt_2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_Base_brkLR15_SSP1_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
REMIND 2.1,LeastTotalCost_Base_brkLR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,LeastTotalCost_Base_brkLR15_SSP5_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 2.1,LeastTotalCost_Base_brkSR15_SSP1_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
REMIND 2.1,LeastTotalCost_Base_brkSR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,LeastTotalCost_Base_brkSR15_SSP5_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_CBA_brkSR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_CEA_brkLR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_CEA_brkSR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP5_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP1_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP5_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND 2.1,LeastTotalCost_NPi_brkLR15_SSP1_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND 2.1,LeastTotalCost_NPi_brkLR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,LeastTotalCost_NPi_brkLR15_SSP5_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 2.1,LeastTotalCost_NPi_brkSR15_SSP1_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND 2.1,LeastTotalCost_NPi_brkSR15_SSP2_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,LeastTotalCost_NPi_brkSR15_SSP5_P50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 2.1,R2p1_SSP1-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
REMIND 2.1,R2p1_SSP1-NDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND 2.1,R2p1_SSP1-NPi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND 2.1,R2p1_SSP1-PkBudg1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 2.1,R2p1_SSP1-PkBudg1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 2.1,R2p1_SSP2-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,R2p1_SSP2-NDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND 2.1,R2p1_SSP2-NPi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,R2p1_SSP2-PkBudg1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,R2p1_SSP2-PkBudg1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,R2p1_SSP5-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 2.1,R2p1_SSP5-NDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND 2.1,R2p1_SSP5-NPi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND 2.1,R2p1_SSP5-PkBudg1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND 2.1,R2p1_SSP5-PkBudg1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-bioH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-ccsH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-coalH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-elh2H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-gasH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-nucH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-oilH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-spvH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND 2.1,TechCost-SSP2-B1100-windH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-Buildings 2.0,BEG-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-Buildings 2.0,BEG-Budg600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-Buildings 2.0,BEG-Budg600-EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-Buildings 2.0,BEG-EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.5,SSP1-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.5,SSP1-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND-MAgPIE 1.5,SSP1-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
REMIND-MAgPIE 1.5,SSP1-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.5,SSP2-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.5,SSP2-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND-MAgPIE 1.5,SSP2-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
REMIND-MAgPIE 1.5,SSP2-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.5,SSP2-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.5,SSP5-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.5,SSP5-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.5,SSP5-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND-MAgPIE 1.5,SSP5-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
REMIND-MAgPIE 1.5,SSP5-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.5,SSP5-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDCi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NDC2030i_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,CO_BAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.7-3.0,CO_Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,CO_CurPol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.7-3.0,CO_GPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND-MAgPIE 1.7-3.0,CO_NDCplus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
REMIND-MAgPIE 1.7-3.0,EMF33_Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_limbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_nobeccs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_limbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nobeccs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
REMIND-MAgPIE 1.7-3.0,EMF33_tax_lo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND-MAgPIE 1.7-3.0,EMF33_tax_lo_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
